Tweet_content,Sentiment Score
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
rt gigiwarriorgirl repsforbiden listen,0
global women in cardiology wic - early career,0
global_wic sabeedak1 bjca_women_ltft,0
rcpespana joseant13462674,0
rt _lauryncalo22 all my people in the valley/la,0
rt ashishkjha president trump,1
this is junk news,-1
like junk food,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt frasernelson at the peak of covid hospital cases,0
"rt thevyraltrendz —victim of lekki toll gate shooting been treated ""for free"" for 4 days",-1
rt kibao______ xiaoyi jiejie asked a staff member n they said kiki filmed this scene the morning after she got sent to the hospital and o…,0
👍 on youtube i'm 16 and went to the hospital twice for covid-19 this is what it's like l gma digital https//tco/jxetwworyc,1
leovaradkar well obv it’s at an all time low all outpatient clinics are via telephone or postponed,1
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
rt the_davidatta it seems professor dildo will never change,0
rt stnicholas_ng st nicholas hospital facilities also,0
rt ashishkjha president trump,1
this is junk news,-1
like junk food,0
rt cwebbonline kayleighmcenany realdonaldtrump i hope the local hospital has plenty of available beds when covid spikes in a couple of…,1
rt ashishkjha president trump,1
this is junk news,-1
like junk food,0
just turned off the news abc says “there are 80000 new infections” “our hospital system could collapse” just can… https//tco/ecqfexbr0o,0
rt ben_johns mps shouldn’t get expenses,0
rt nhsctrust ❗️ antrim area hospital emergency department is under severe pressure this evening ❗️,-2
do not attend unless it is an emergen…,0
we're hiring in santarosa,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
my uncle was a hero in the 1983 kenya riots,1
rt _lauryncalo22 all my people in the valley/la,0
rt cnn sara blackwood,0
the 39-year-old was found with a gunshot wound and…,-1
rt alexberenson lockdowns kill unnecessary media-driven panic kills,-4
rt farouq_yahaya why did the twitter bird go to the hospital,0
“he had to get tweetment“,0
on a wall a hospital bracelet hangs like a badge of tortured remembrance,-1
bettemidler evita is exactly what i thought of at the time that and the way the british royal family will come ou… https//tco/elhnjlff4y,0
rt ben_johns mps shouldn’t get expenses,0
rt bachyns horrific to see this playing out again “with new coronavirus cases shattering records on a daily basis,-1
rt rishibagree new twitter a/c,0
only 2-3 followers,0
one tweet,0
never tagged sonu sood,0
no location mentioned,0
no contact details,0
no email addr…,0
johncornyn john,0
rt _lauryncalo22 all my people in the valley/la,0
realjameswoods martingeddes or a parent who has lost a child to suicide one close to me,-2
rt artistsdoing frida kahlo in a hospital bed,0
rt safiyah_pathan guys keep my friend in your duahs kanallah they rushed her into hospital and they dont know whats wrong as yet🤲❤,-1
rt kurteichenwald my sister received her bill for the time her husband spent in the hospital with covid,0
rt doll_lenses saharareporters akaebube hqnigerianarmy for those who didn't read the article,0
the soldiers who were deployed from 6…,0
rt ben_johns mps shouldn’t get expenses,0
tamaramcguire18 patton6966 cdc doesn’t know we are the only county that counts people who died with w/cv vs just… https//tco/rrth8mhfap,-1
rt his_hrtbeat too bad,-1
we are expecting road,0
rt iam_ademuyiwa hello chidiodinkalu ,0
disgusting,-1
franksbullitts giblets_s hospital staff keep quiet and go along with the scamdemic because they do a fraction of… https//tco/839cbm7dub,1
i just raised $2000 usd for my local children’s hospital through  extralife donate today amp help me reach my goal https//tco/chzt4bbfsy,0
rt _lauryncalo22 all my people in the valley/la,0
rt schemaly never forget,0
"rt berniesanders last night trump attacked medicare for all as ""socialized medicine"" funny i didn't hear him complain when he received…",-1
rt jamaicagleaner a motorist had to be cut from this car after crashing into a light pole along the west-bound lane of marcus garvey driv…,-1
rt beach_lover50 vote as if your life depends on it because it doesunless you’ve got an extra million $$ to spend on your covid hospi…,0
rt cmvozol maddow meanwhile trump amp pence can be taken by helicopter to wr to get the best treatment in the world free for them while th…,3
rt ben_johns mps shouldn’t get expenses,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt gthomsonink imagine if we had no speed limits on highways except “common sense + “personal responsibility” and the government said we…,-1
whole nfl a hospital ward and it’s just week 7 sheesh,0
ziggy6769 squarepushing mental_medic93 ex_arv_sgt now take that figure,0
rt iamhighdee he took 13 injured people to the hospital and he was at lekki phase 1 what does that tell you about people close to the to…,0
maddow ration care,0
rt somtosocial i lay on my hospital bed for two days this week,0
because of the extraordinary circumstances,1
rt _lauryncalo22 all my people in the valley/la,0
rt aghamilton29 we knew this was coming delayed medical treatments and a reduction in preventative visits will lead to deaths there is…,0
i love you so much,1
rt bnodesk france reports 52,0
- new cases 52,0
- positivity r…,0
rt ashishkjha president trump,1
this is junk news,-1
like junk food,0
rt ben_johns mps shouldn’t get expenses,0
rt miciyaaahhh i did not happen yesterday ,0
rt drdompimenta also take into account the hospitalisation rate looking at ons data in the uk right now looks to be around 25% ,1
dep…,0
rt latimes monica ramirez drove herself to the er on a july afternoon she was 30 weeks pregnant and she could not breathe,0
she woke fro…,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt jcvaonline compared to total intra venous anesthesia,0
rt schemaly never forget,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
rt ktsmtv breaking el paso convention center to open as auxiliary hospital amid covid-19 hospital surge ,-1
https//tco/nojwblaxj4,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
amen,0
rt mirella_phd sad reminder dhhs tracers believe the northern cluster was spread to a heidelberg heights household on 6/oct from box hil…,-1
rt thesun hospital staff celebrate this ten-month-old baby finishing chemotherapy https//tco/h9upcguejs,1
rt jamestitcombe a tragic story amp sadly not the only one i’m aware of involving morecambe bay trust recently talking about the need to ‘…,-1
rt bucksexton people are dying because of shut downs- in this case,-1
but sure,0
i meanwhat a way to say it all 😐,0
rt twosl0wdancers hey please help  i owe 1700 to the hospital er in bills because i tested positive for covid amp have no way to pay t…,1
i’m ready to leave this hospital,1
rt avogroovy “the soldiers,0
rt sean_oconghaile now do one on the children's hospital,0
rt frasernelson at the peak of covid hospital cases,0
marilyn monroe signing autographs at a children's hospital in new jersey,0
limescaleree stevent2002 i’m here 😈😈 u even factimed  instead of a hospital visit because you thought he’d recover fo real 😓😓,1
rebex32 aww that's lovely,1
rt temiokomi at this point in time,0
rt _lauryncalo22 all my people in the valley/la,0
rt berniesanders last night,0
funny i didn’t hear him complain when he received the best socializ…,-1
rt aghamilton29 we knew this was coming delayed medical treatments and a reduction in preventative visits will lead to deaths there is…,0
rt ossoff another preventable and devastating rural hospital closure ,-1
i will fight to expand medicaid and deliver resources for georgia…,0
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
rt jimlnlips this is my granpa,0
rt _lauryncalo22 all my people in the valley/la,0
rt _lauryncalo22 all my people in the valley/la,0
rt ingrahamangle read about the mother who couldn’t buy clothes for her child in the hospital  “covid in wales supermarket rules 'will…,0
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
"rt substaencee remember when jungkook was injured and seokjin said ""lets go to hospital with hyung",0
it’s at the point where a parent could beat their child so badly they end in the hospital and there would still be… https//tco/tiuet9crgg,-1
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
benjaminerogers sltrib utahhospitals so you think having a regional medical center with a tertiary referral unit… https//tco/lgzw6bnk9x,0
rt _lauryncalo22 all my people in the valley/la,0
this this adn this 10000000 times over until they bloody listen ✊,-1
or putting a pay toilet in a hospital diarrhea ward,0
fascist donald trump ,0
crooked donald trump,0
rt ctvcalgary calgary's covid-19 field hospital hasn't seen a single patient with the illness yyc https//tco/t58azxvvww,0
komelaw the_davidatta segunyharuna adebanqie chidiodinkalu reason why i asked if st nicholas hospital has a mortuary earlier,0
rt avogroovy “the soldiers,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt followmal dear god,0
this pandemic is going to break families with shaky health insurance and trump wants to take away obamacare https…,-1
rt alexberenson lockdowns kill unnecessary media-driven panic kills https//tco/nbbixaazxz,-4
rt ruthhen05786097 douglas ross doesn't want you to know he was part of uk gov at height of the pandemic who presided over this👇,0
hospita…,0
rt jessphoenix2018 rationing hospital care,0
are we great again yet,1
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt _lauryncalo22 all my people in the valley/la,0
chattygrams oregonmjw vickie812 i really must admit being nervous about my upcoming surgery thursday with the p… https//tco/faahsfsr7r,-1
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
johnfanimokun i swear i knew from the first time of watching that the woman was lying whoever is still believing… https//tco/qp2eg9alv2,-1
planetfranklin i’m so sorry to hear you’re in the hospital i will be thinking of you,-1
rt latimes monica ramirez drove herself to the er on a july afternoon she was 30 weeks pregnant and she could not breathe,0
she woke fro…,0
rt washingtonpost texas tries to shore up hospital capacity in el paso as coronavirus cases surge nationwide https//tco/jumwbstvvb,0
rt schemaly never forget,0
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
“while i don’t really think it’s appropriate to react to the day-to-day variation,1
rt _lauryncalo22 all my people in the valley/la,0
rt davidsfox4 developing aces of dallas is the adult-entertainment club where three men were shot and killed,-1
it very funny how the people who are working in there no what's going on but being told you are lying wow its suc… https//tco/zmqxsdb5z2,-1
rt highheelesquire whole nfl a hospital ward and it’s just week 7 sheesh,0
smh,0
rt rahmaalhajri00 well said 👏🏻👏🏻👏🏻,1
rt file411 here realdonaldtrump makes a disgusting and vile claim with absolutely zero facts to support,-1
“doctors get more money and hos…,0
rt stnicholas_ng st nicholas hospital facilities also,0
rt ashishkjha president trump,1
this is junk news,-1
like junk food,0
rt _lauryncalo22 all my people in the valley/la,0
rt _lauryncalo22 all my people in the valley/la,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt derbychrisw the israeli regime is devoid of humanity maher al akhras went on hunger strike after he was subjected to 'administrative…,-3
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
sickothenats samcoatessky nicolasturgeon jasonleitch scotgov a agree i live in it it's very scatey my husba… https//tco/cqtthrsdru,0
positionsjeon yeah it’s terrrible one time my throat was closing up and shit and i just simply refused to go the… https//tco/lbmwytuxse,-2
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt _lauryncalo22 all my people in the valley/la,0
rt _lauryncalo22 all my people in the valley/la,0
rt modifiedvikas any contacts in shri ganga ram hospital iam_manojgoenka ji is in urgent need we too are trying to to help him see if…,-1
rt torontostar cancer surgeons in ontario are reporting a sharp rise in the number of people coming to hospital with advanced cancers it…,1
latimes rgaut999 people of the world i'm asking for your help my son artem has a heart defect,-1
rt archdaily ekh children hospital / if integrated field https//tco/rcizs8m0ko https//tco/resygxbnvl,1
i can only imagine all he’s felt and been going through 😞,0
rt smhjasmiine this is not something i wouldn’t do if we didn’t need the help,0
rt smhjasmiine this is not something i wouldn’t do if we didn’t need the help,0
rt _lauryncalo22 all my people in the valley/la,0
norwich man missing after leaving backus hospital https//tco/045t9ehuzo https//tco/6yyjx18eod,0
rt nbcnews el paso,0
rt _lauryncalo22 all my people in the valley/la,0
these times are a lot  and kindness goes a hell of a long way  with my own medical trauma and hospital fears i ju… https//tco/itmywkm35s,-2
rt hnicoleanderson i have no words,0
rt _lauryncalo22 all my people in the valley/la,0
rt gthomsonink imagine if we had no speed limits on highways except “common sense + “personal responsibility” and the government said we…,-1
rt maddoxrules weird,-1
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt tropixsofficial dancehall artiste beenie man being rushed to hospital after he fainted today at his mother's funeral • 10/25/20 steli…,0
empty hotel rooms,0
rt whhhiiteguuy the hospital's are not overwhelmed  i go to all of them in the most overpopulated shitskin area of the country  they ar…,-1
these numbers are more important and serious than covid19,1
rt aginnt top covid data failures by carlheneghan ,0
- overstating the projected number of deaths,0
"- died ""from"" and ""with"" covid diff",-1
- o…,0
rt lmoncampus sazzygram3 nanoomonroe my sister is a registered nurse too she treated ebola patients amp now covid-19 she says the same…,0
rt maddoxrules weird,-1
rt andrear9md all those sciencey people being mean to the president,0
rt aslamnorhan schools should stop covering up bullying cases in order to maintain their reputation and give on par punishment to bullies…,0
rt theplacardguy tweet for help dated 20th october but sonu sir antaryami hain,0
rt saltydkdan **important**,0
alfred paperboxhouse just set up a ko-fi after being admitted to the hospital due to severe health issues…,-1
rt _lauryncalo22 all my people in the valley/la,0
that's how tech changes our lives coronavirus covid19,0
to add to this he stopped at my house on the way from work so i could drive him to the hospital because he was in… https//tco/qm70gmk1w4,1
rt _lauryncalo22 all my people in the valley/la,0
no shit sherlock the biggest hoax since 9/11  whitehats have control over the canadian media ,-2
buckle up,-1
https//tco/fv7udyeytf,0
newshour newshourarts the university of washington’s institute for health metrics and evaluation released this we… https//tco/6r3d07nblf,0
rt tropixsofficial dancehall artiste beenie man being rushed to hospital after he fainted today at his mother's funeral • 10/25/20 steli…,0
lookner,0
ontario ,0
testing information,0
https//tco/pa3ws8mnkp,0
hospital info,0
https//tco/ps5ccpfnuq,0
manitoba - in… https//tco/xnxq3pbet1,0
rt rvawonk mike pence was in kinston,0
rt positivenai i started this business during covid and when my dad ended up in the hospital the night of father’s day my family has gon…,0
rt schwaid nydailynews yup,0
rt _lauryncalo22 all my people in the valley/la,0
rt rishibagree new twitter a/c,0
only 2-3 followers,0
one tweet,0
never tagged sonu sood,0
no location mentioned,0
no contact details,0
no email addr…,0
rt espncricinfo kapil dev is out of hospital and is 'doing fine' 💙,0
rt jimlnlips this is my granpa,0
rt _lauryncalo22 all my people in the valley/la,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
this is bad,-1
txwop_45 msrilyc i kept waiting for potus to remind people during the debates that he put those two navy hospital… https//tco/8nmyixwsrm,0
rt rvawonk mike pence was in kinston,0
rt smhjasmiine this is not something i wouldn’t do if we didn’t need the help,0
give donny half a chance same will happen here,0
rt avogroovy “the soldiers,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt _lauryncalo22 all my people in the valley/la,0
atrupar sounds like he should get in the hospital business if that’s all it takes to make a killing punintended,0
diogenesquest j1mmyc81 kamalaharris a floating hospital was sent to ny not a soul was put in it  that hospital… https//tco/dbyd8qa62j,0
ask a doctor why they wear them in the hospital,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt drvyom i/we implored the press to question the gov on this 2 weeks ago these are the issues that matter covid19vic  https//tco/f…,-1
iamsteveharvey people of the world i'm asking for your help my son artem has a heart defect,-1
rt noconversion hospital in andhra,0
rt ktsmtv breaking el paso under curfew beginning at 10 pm due to hospital beds reaching 100% capacity,-1
https//tco/awfrty2csc,0
rt rishibagree new twitter a/c,0
only 2-3 followers,0
one tweet,0
never tagged sonu sood,0
no location mentioned,0
no contact details,0
no email addr…,0
rt smhjasmiine this is not something i wouldn’t do if we didn’t need the help,0
rt akhinextdoor how do i get admitted to your hospital🤕😤,0
theplacardguy sangli miraj and mumbai are two different places i googled itand those pics were from a hospital i… https//tco/gevkcruwen,0
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
rt _lauryncalo22 all my people in the valley/la,0
rt rishibagree new twitter a/c,0
only 2-3 followers,0
one tweet,0
never tagged sonu sood,0
no location mentioned,0
no contact details,0
no email addr…,0
"rt nymphomachy you know how in primary polling the candidates often perform more poorly than ""generic republican""",-1
rt _lauryncalo22 all my people in the valley/la,0
rounding the corner eh donnie not sure the people in texas would agree,0
rt jordanelizabeth i'm not held responsible if people allow themselves to be so upset over something that i tweeted that it puts them in…,-1
rt stnicholas_ng st nicholas hospital facilities also,0
euanmcsweeney idk swapping babies around in the hospital,0
rt immoralishme my 90 year old granny was sick last week but got better and was sent home from the hospital she’s still sick and went ba…,-1
rt saltydkdan **important**,0
alfred paperboxhouse just set up a ko-fi after being admitted to the hospital due to severe health issues…,-1
rt _lauryncalo22 all my people in the valley/la,0
rt heather09907409 allareblessed sazzygram3 relationshipguy agree  yet,0
rt _lauryncalo22 all my people in the valley/la,0
rt nowicki2005 having a baby at the hospital and copping yeezys thanks whatbotisthis whatbotsuccess trekproxies akchefs shoeplexus…,0
dammit i fucking hate the hospital ever since i had a neck injury,-3
rt tropixsofficial dancehall artiste beenie man being rushed to hospital after he fainted today at his mother's funeral • 10/25/20 steli…,0
rt jdignum braid hospital laundry goes private community lab testing will be next - calgary herald,0
republicon kenney slashing 11,-1
rt alexberenson lockdowns kill unnecessary media-driven panic kills,-4
am so happpyyyy yayyyyyyy well done victoria donutday,1
rt latimes monica ramirez drove herself to the er on a july afternoon she was 30 weeks pregnant and she could not breathe,0
she woke fro…,0
rt theplacardguy tweet for help dated 20th october but sonu sir antaryami hain,0
rt bdonorspakistan rt urgent b+ blood group required at services hospital  lahore please contact on 03219400034 spreadtheword dona…,-1
stardude020 wwenetwork mikethemiz it would be more like,1
me knocking you out and putting you in hospital,0
rt halaljew jesus christ this is gonna be worse than it was in march,-1
rt gianannie the ambulance is the most important vehicle on the street please respect it,2
our dear frontliners are in dire need of type…,-1
got me amp my baby hospital bag packed 😭 im so ready to have him 😩,1
rt wesliegriffin gage ford’s bail was set at 5% the amount recommended after he posted the incredibly low bail he went on to brutally as…,1
itsoorbilly andreajenkyns picking on a woman and insulting her late father you filthy piece of shit if you’d do… https//tco/y1ljdoxfog,-3
rt smhjasmiine this is not something i wouldn’t do if we didn’t need the help,0
rt rishibagree new twitter a/c,0
only 2-3 followers,0
one tweet,0
never tagged sonu sood,0
no location mentioned,0
no contact details,0
no email addr…,0
rt latimes monica ramirez drove herself to the er on a july afternoon she was 30 weeks pregnant and she could not breathe,0
she woke fro…,0
rt terriirwin we’re proud to have 5 times more solar power than any other australian zoo,1
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt ktsmtv breaking el paso under curfew beginning at 10 pm due to hospital beds reaching 100% capacity,-1
https//tco/awfrty2csc,0
rt rvawonk mike pence was in kinston,0
jvsxnkun thanks for paying for my hospital bills bro,0
rt bnodesk france reports 52,0
- new cases 52,0
- positivity r…,0
jayalletto jeffrey_uhl wweroaddogg ryquell armstead is an nfl running back that is currently out for the season… https//tco/08hiqkvpmh,0
rt _lauryncalo22 all my people in the valley/la,0
rt denise_dewald good reminder from an old tweet from drdenagrayson  this is what the outbreak in wuhan looked like,1
this is what we c…,0
rt meidas_kelly 💯 healthcare workers in all areas of the hospital will make sure judgment day is 11/3/2020 that is a helluva lot of vote…,0
i don’t have end up in the hospital tonight it’s going to be a miracle,1
😞😞😞 🙏🏾 no matter what age you are you will never be prepared for this 💔,0
rt b52malmet where is bill barr,0
"disney *creates""force jacket""*",0
max dude,0
yairo or super sm… https//tco/qxjtolg38f,1
rt smhjasmiine this is not something i wouldn’t do if we didn’t need the help,0
nhl eddieolczyk sent me his book with this a personal dedication after learning i was working on my hospital's co… https//tco/ilqo8j3ex5,0
kingjames deandrehopkins k1 people of the world i'm asking for your help my son artem has a heart defect,-1
rt _lauryncalo22 all my people in the valley/la,0
rt xasyr to add to this he stopped at my house on the way from work so i could drive him to the hospital because he was in so much pain…,1
rt theplacardguy tweet for help dated 20th october but sonu sir antaryami hain,0
rt _lauryncalo22 all my people in the valley/la,0
i really hope i’m not in this hospital all night 😭,0
michellepraiz hospital bills do seem to follow a jeremy bearimy sort of time line i’m waiting on what i assume is… https//tco/wdsfky1dmm,0
¡por favor haganlo no les toma mas de 1 minuto army y por buena causa🥺💜 bts army bts_twt,1
help make sure kids i… https//tco/8wyv9cmlmp,0
rt frasernelson at the peak of covid hospital cases,0
rt _lauryncalo22 all my people in the valley/la,0
nancyoneil1020 mike_pence did you know that there is an average of 8 additional patients per hospital in the us d… https//tco/00ph8ptb2l,0
rt sonusood that’s the best part brotheri find a needy amp they somehow find me it’s about,0
“intentions”,0
rt _lauryncalo22 all my people in the valley/la,0
rt theplacardguy tweet for help dated 20th october but sonu sir antaryami hain,0
rt abigaildisney this is an outrage health care reform now,0
rt rishibagree new twitter a/c,0
only 2-3 followers,0
one tweet,0
never tagged sonu sood,0
no location mentioned,0
no contact details,0
no email addr…,0
rt rishibagree new twitter a/c,0
only 2-3 followers,0
one tweet,0
never tagged sonu sood,0
no location mentioned,0
no contact details,0
no email addr…,0
rt _lauryncalo22 all my people in the valley/la,0
rt smhjasmiine this is not something i wouldn’t do if we didn’t need the help,0
what a nightmare beware that you don't harbor subconscious feelings of disdain towards your twins for having put y… https//tco/g2fxruylaw,-3
rt wlharper1 ‘surge protocols’ are the ones hospitals use when there aren’t enough ventilators for everyone,1
i know because i helped wri…,1
rt erbmjha what's this why 25/09 instead of 25/10 ,0
1 month pichhe chal rhe ho kya sir sonusood  https//tco/8jzebfwoca,0
rt _lauryncalo22 all my people in the valley/la,0
rt rishibagree new twitter a/c,0
only 2-3 followers,0
one tweet,0
never tagged sonu sood,0
no location mentioned,0
no contact details,0
no email addr…,0
rt busydrt pray for our youth this is madness what is wrong with these parents consenting to their kids becoming humanexperiments cin…,-2
tbscreations 90dayfiance thank you and that circumcision is usually done by a rabbi in a ceremony not a hospital,1
rt smhjasmiine this is not something i wouldn’t do if we didn’t need the help,0
breezyr0se ima get me another pair once a rack up a few of these hospital checks https//tco/wu9jd1wxit,0
callmepapijay night shift at the hospital😢it’s was supposed to be a night at the club😫,0
rt meidas_kelly 💯 healthcare workers in all areas of the hospital will make sure judgment day is 11/3/2020 that is a helluva lot of vote…,0
rt kfox14 the university medical center of el paso and el paso children’s hospital are partnering to provide additional hospital beds for…,0
rt smhjasmiine this is not something i wouldn’t do if we didn’t need the help,0
💥cincinnati children's hospital covid-19 trials💥,0
hurts my heart this is a moral crime we wont forget ,-2
 https//tco/x7levunqbd,0
rt rishibagree new twitter a/c,0
only 2-3 followers,0
one tweet,0
never tagged sonu sood,0
no location mentioned,0
no contact details,0
no email addr…,0
rt jimlnlips this is my granpa,0
rt sonusood tomorrow your son will be admitted to srcc hospital mumbai surgery will be scheduled this week ❣️🙏,0
rt lillybelle79 janemf70austen1 darling_disco austenite_m pquoll booksnstuff2 trvlnbelle emilyanntoo upnorthview eggkaty chilly…,0
please rt far and wide drown out the bs  swatlashoover is puttimg in trump’s ear garbage in/garbage out thank y… https//tco/vx5fgxrhyg,-1
rt _lauryncalo22 all my people in the valley/la,0
rt mewgulf_id mewgulfschedule,0
📌 live little miracle x mewgulf,1
🗓 senin,0
⏰ 1300 - 1500 wib,0
📍 national institute of ch…,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt aginnt top covid data failures by carlheneghan ,0
- overstating the projected number of deaths,0
"- died ""from"" and ""with"" covid diff",-1
- o…,0
"rt auxwit ""watching trump claim he can better determine the cause of death of patients that we actually watch die— vote him out""",1
"rt patrykia petebuttigieg joebiden pope francis tax evasion is part of a ""structure of sin"" he quoted ""it has become evident those w…",-1
blank pages,0
rt _lauryncalo22 all my people in the valley/la,0
rt rvawonk mike pence was in kinston,0
rt rishibagree new twitter a/c,0
only 2-3 followers,0
one tweet,0
never tagged sonu sood,0
no location mentioned,0
no contact details,0
no email addr…,0
rt alexberenson lockdowns kill unnecessary media-driven panic kills,-4
coachbretth iamcorn727 senatemajldr gop your cost will go up again when it is overturned because insurance comp… https//tco/voofdxmcxs,0
lovesickwomen i’m callinf the hospital,0
just got kicked out the hospital for telling covid patients to stay positive❤️,0
rt laurarbelin iowa sets yet another record for covid19 hospitalizations at 561 https//tco/kcizhkqrcm,0
"reversing this trend is ""like…",0
rt asiaamayaaaa callmepapijay night shift at the hospital😢it’s was supposed to be a night at the club😫,0
rt latimes monica ramirez drove herself to the er on a july afternoon she was 30 weeks pregnant and she could not breathe,0
she woke fro…,0
rt _lauryncalo22 all my people in the valley/la,0
rt kurteichenwald my sister received her bill for the time her husband spent in the hospital with covid,0
rt vicksiern hospital fraud  ,-1
cdc revels hospital counted over 130k deaths that were from pneumonia,0
rt _lauryncalo22 all my people in the valley/la,0
rt zevshalev covid-19 underreporting could be related to a new tracking system dr birx pulled the plug on the cdc’s hospital data collec…,0
scott is raising money for st jude children's research hospital,0
rt latimes monica ramirez drove herself to the er on a july afternoon she was 30 weeks pregnant and she could not breathe,0
she woke fro…,0
rt avogroovy “the soldiers,0
rt sonusood that’s the best part brotheri find a needy amp they somehow find me it’s about,0
“intentions”,0
what doesn’t add up about “ full hospitals” is at the absolute worst a hospital ship set empty in ny harbor schu… https//tco/ydfvdvrihm,-1
rt sabhlok this is part of the global crimes against humanity to be reported to icc we'll soon get similar reports in victoria,0
rt _lauryncalo22 all my people in the valley/la,0
rt ron_jm19 spanish town hospital in st catherine is flooded https//tco/h9gxltvz4v,0
rt dkb20 27 april i laid charges against him,0
that morning he held a large gathering at clairwood hospital,0
rt vicksiern hospital fraud  ,-1
cdc revels hospital counted over 130k deaths that were from pneumonia,0
rt theplacardguy tweet for help dated 20th october but sonu sir antaryami hain,0
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
rt rvawonk mike pence was in kinston,0
rt t_inglesby tx is one of 39 states w/ rising cases //  “authorities are scrambling to shore up resources in el paso,-1
rt _lauryncalo22 all my people in the valley/la,0
lmao i’m not gonna be your friend if you don’t want me to get married and don’t care that i have to watch the perso… https//tco/0vcr5jwcdr,0
sarahksilverman people of the world i'm asking for your help my son artem has a heart defect,-1
w🦠w “this month,0
rt rishibagree new twitter a/c,0
only 2-3 followers,0
one tweet,0
never tagged sonu sood,0
no location mentioned,0
no contact details,0
no email addr…,0
rt nalisaaa this is my nightmare this is giving me fancy psychiatric hospital,0
rt sonusood that’s the best part brotheri find a needy amp they somehow find me it’s about,0
“intentions”,0
rt jamaicagleaner a motorist had to be cut from this car after crashing into a light pole along the west-bound lane of marcus garvey driv…,-1
rt aginnt top covid data failures by carlheneghan ,0
- overstating the projected number of deaths,0
"- died ""from"" and ""with"" covid diff",-1
- o…,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt aslamnorhan schools should stop covering up bullying cases in order to maintain their reputation and give on par punishment to bullies…,0
rt latimes monica ramirez drove herself to the er on a july afternoon she was 30 weeks pregnant and she could not breathe,0
she woke fro…,0
rt hbecerralatimes monica ramirez woke up from a medically induced coma nearly three weeks later in a different city in a different hos…,0
rt erbmjha what's this why 25/09 instead of 25/10 ,0
1 month pichhe chal rhe ho kya sir sonusood  https//tco/8jzebfwoca,0
rt rishibagree new twitter a/c,0
only 2-3 followers,0
